Estimation_point,Date,Year,Road_Segment_Type,Lat,Long,Proj Lat,Proj Long,Region,Day Volume,AADT,AAWDT,Tom Tom Day,Tom Tom AADT,Tom Tom AAWDT,Pen Rate Day,Pen Rate AADT,Pen Rate AAWDT,Road Class,Road Class FID,Speed,Speed Limit FID,Lanes,Lane Number FID,descriptio,Aggregate,CensusDivision,Population2021,PopPerSqKm2021,Employment_rate,Employment_Count,Removed?,Note
336525,7/27/2022,2022,Estimation,53.5302059,-113.6306968,5921398.755,27374.228,NorthWest,25272.0,23582.28142,24248.35878,3553.0,3623.259306,3576.973633,14.06%,15.36%,14.75%,Minor Arterial,20520,60,16170,2,31838,Small-Medium Scale Transition Residential,Residential,Division No. 11,828,6384.0,54.3,635.0,0,
305816,7/27/2022,2022,Estimation,53.5288268,-113.6277381,5921397.872,27115.9856,NorthWest,11680.0,12201.12249,11402.31843,1199.0,1543.40308,1569.963998,10.27%,12.65%,13.77%,Minor Arterial,20521,60,17357,2,31825,Neighbourhood Parks and Services,Residential,Division No. 11,417,3159.1,57.6,295.0,0,
414284,7/28/2022,2022,Estimation,53.61415,-113.4015,5921660.51,38670.5608,NorthEast,17348.0,17030.14247,18479.6941,2036.0,2392.519564,2328.016282,11.74%,14.05%,12.60%,Minor Arterial,28405,60,11316,2,10606,General Commercial,Commercial,Division No. 11,960,1962.8,79.3,675.0,0,
414292,7/28/2022,2022,Estimation,53.615003,-113.4063161,5921426.207,33927.081,NorthEast,13460.0,13213.38008,14338.06102,1516.0,1815.231172,1785.565905,11.26%,13.74%,12.45%,Minor Arterial,29742,60,11316,2,17980,Small Scale Residential,Residential,Division No. 11,1304,5587.0,64.8,1065.0,0,
433949,7/28/2022,2022,Estimation,53.6161553,-113.4020983,5942377.242,35240.5005,NorthEast,21330.0,20939.18254,22721.45926,2755.0,3118.087911,3142.651572,12.92%,14.89%,13.83%,Major Arterial,32441,70,14429,3,24658,Direct Development Control Provision,Direct Control Provisions,Division No. 11,2372,4263.1,65.9,1905.0,0,
253313,7/28/2022,2022,Estimation,53.4406749,-113.5181827,5942890.801,35239.6354,SouthWest,25538.0,22652.85611,26603.86262,3715.5,4089.300903,4192.409899,14.55%,18.05%,15.76%,Minor Arterial,20240,60,3025,2,16627,Small Scale Residential,Residential,Division No. 11,428,2454.1,56.9,360.0,0,
253307,7/28/2022,2022,Estimation,53.4376589,-113.5186144,5942707.602,35114.2432,SouthWest,27978.0,24817.19823,29145.69929,4096.0,4486.095717,4590.46123,14.64%,18.08%,15.75%,Minor Arterial,27834,60,2033,2,11008,Agriculture Zone,Agriculture,Division No. 11,1234,1880.8,55.4,930.0,0,
208690,7/28/2022,2022,Estimation,53.4394107,-113.5172654,5942704.693,35674.8663,SouthWest,1262.0,1119.426126,1314.67126,4.0,25.03314232,25.87260469,0.32%,2.24%,1.97%,Collector,3423,40,2723,3,11082,Small Scale Residential,Residential,Division No. 11,428,2454.1,56.9,360.0,0,
250853,8/4/2022,2022,Estimation,53.453304,-113.501461,5940847.505,30928.5296,SouthWest,5647.0,5135.666969,5883.451817,623.0,685.0536468,686.8671113,11.03%,13.34%,11.67%,Collector,4886,40,6227,4,26906,Small Scale Residential,Residential,Division No. 11,432,1944.2,53.6,345.0,0,
250859,8/4/2022,2022,Estimation,53.4544934,-113.5014104,5940840.084,30150.9829,SouthWest,5641.0,5130.210266,5877.200585,643.0,809.3449831,817.3971145,11.40%,15.78%,13.91%,Collector,10132,40,6227,4,8840,Urban Facilities,Others,Division No. 11,862,3288.8,65.3,720.0,0,
213364,8/4/2022,2022,Estimation,53.4539043,-113.5052775,5940847.307,30598.1112,SouthWest,28842.0,26230.3713,30049.67546,3987.0,4531.723717,4636.332511,13.82%,17.28%,15.43%,Minor Arterial,4906,60,9750,2,31913,Small Scale Flex Residential,Residential,Division No. 11,331,2829.1,67.9,280.0,0,
213354,8/4/2022,2022,Estimation,53.4539364,-113.4985685,5941566.369,34064.3811,SouthWest,36224.0,32943.93488,37740.77539,5031.0,5738.964783,5856.716226,13.89%,17.42%,15.52%,Minor Arterial,29524,60,1436,3,9194,Small Scale Residential,Residential,Division No. 11,432,1944.2,53.6,345.0,0,
253325,8/4/2022,2022,Estimation,53.4516818,-113.5162851,5941678.402,33872.4988,SouthWest,25225.0,22940.88884,26281.22403,3415.0,3643.745834,3736.610634,13.54%,15.88%,14.22%,Minor Arterial,49968,60,3025,2,31363,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,461,2414.9,45.5,385.0,0,
253331,8/4/2022,2022,Estimation,53.455605,-113.516382,5941775.23,33627.7585,SouthWest,21493.0,19546.81958,22392.9573,2908.0,3273.464514,3418.39594,13.53%,16.75%,15.27%,Minor Arterial,33287,60,2033,3,9785,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,1151,4065.7,57.8,1055.0,0,
213388,8/4/2022,2022,Estimation,53.4539097,-113.5144325,5934332.088,31163.243,SouthWest,26898.0,24462.39953,28024.27607,2513.5,2725.548049,2771.51057,9.34%,11.14%,9.89%,Minor Arterial,21673,60,1436,2,31914,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,759,1419.8,41.1,730.0,0,
213400,8/4/2022,2022,Estimation,53.4539097,-113.5196306,5922583.349,25953.3702,SouthWest,26496.0,24096.80043,27605.44348,3433.0,3654.537175,3720.768591,12.96%,15.17%,13.48%,Minor Arterial,7142,60,1436,2,31909,Small Scale Residential,Residential,Division No. 11,461,2414.9,45.5,385.0,0,
200116,8/10/2022,2022,Estimation,53.3957876,-113.5414751,5922479.453,26034.623,SouthWest,15933.0,14219.17418,16567.7583,2942.0,3207.759087,3266.196801,18.46%,22.56%,19.71%,Minor Arterial,31236,70,6671,4,23249,Agricultural Edmonton South,Agriculture,Division No. 11,336,5.3,67.2,305.0,0,
257201,8/10/2022,2022,Estimation,53.39632,-113.540868,5922602.468,26071.0023,SouthWest,10394.0,9275.974165,10808.08886,1108.0,1449.0667,1473.181193,10.66%,15.62%,13.63%,Minor Arterial,6238,60,8974,2,23250,Agriculture Zone,Agriculture,Division No. 11,4525,6149.8,71.8,3260.0,0,
982828,8/10/2022,2022,Midblock,53.461759,-113.576295,5922409.582,26658.3658,SouthWest,865.0,743.2687117,871.3025575,75.0,100.3594641,114.3249866,8.67%,13.50%,13.12%,Collector,7495,30,9517,2,5049,Agriculture Zone,Agriculture,Division No. 11,705,1382.6,54.3,525.0,0,
208516,8/11/2022,2022,Estimation,53.4358106,-113.5730773,5922520.388,26642.2054,SouthWest,20781.0,18899.29083,21651.14436,3138.0,3409.609723,3471.479859,15.10%,18.04%,16.03%,Minor Arterial,26272,60,6206,2,16693,Small Scale Flex Residential,Residential,Division No. 11,1480,1967.3,69.9,1045.0,0,
259535,8/11/2022,2022,Estimation,53.4338551,-113.5771153,5922459.146,26778.2201,SouthWest,27524.0,25031.71554,28676.48801,4358.0,5116.196539,5142.942231,15.83%,20.44%,17.93%,Minor Arterial,32919,60,13952,2,27480,Medium Scale Residential,Residential,Division No. 11,3273,4425.4,68.5,2460.0,0,
208338,8/11/2022,2022,Estimation,53.4345248,-113.5743903,5921910.09,25609.1846,SouthWest,6861.0,6239.739875,7148.284562,391.0,476.3435927,481.8611626,5.70%,7.63%,6.74%,Collector,25558,40,10820,2,21727,General Commercial,Commercial,Division No. 11,1480,1967.3,69.9,1045.0,0,
208342,8/11/2022,2022,Estimation,53.4354999,-113.5757483,5921626.276,25614.8984,SouthWest,8332.0,7577.541561,8680.878438,1090.0,1313.319941,1289.941954,13.08%,17.33%,14.86%,Collector,26273,40,12221,2,19527,Medium Scale Residential,Residential,Division No. 11,3273,4425.4,68.5,2460.0,0,
204752,8/11/2022,2022,Estimation,53.4249389,-113.5881679,5921799.804,25723.9478,SouthWest,21206.0,19285.80729,22093.94001,2924.0,2733.745317,2723.882965,13.79%,14.17%,12.33%,Minor Arterial,28652,60,4322,2,25965,Public Utility,Others,Division No. 11,857,289.1,78.6,655.0,0,
208504,8/11/2022,2022,Estimation,53.423894,-113.590704,5926056.701,32931.2299,SouthWest,9186.0,8354.212287,9570.637222,1440.0,1817.878738,1859.556872,15.68%,21.76%,19.43%,Minor Arterial,34147,60,4449,4,27395,Medium Scale Residential,Residential,Division No. 11,2437,4330.1,70.1,1875.0,0,
204760,8/11/2022,2022,Estimation,53.4249443,-113.592053,5926243.152,32926.3539,SouthWest,12949.0,11776.47452,13491.20198,2224.0,2560.536005,2590.332084,17.18%,21.74%,19.20%,Minor Arterial,33052,60,4322,2,26195,Agriculture Zone,Agriculture,Division No. 11,2437,4330.1,70.1,1875.0,0,
534747,8/11/2022,2022,Estimation,53.4265841,-113.4181961,5926097.085,32567.2532,SouthEast,34540.0,32365.12253,38562.72411,5282.0,6276.911549,6321.514209,15.29%,19.39%,16.39%,Minor Arterial,18417,60,9614,3,18747,Direct Development Control Provision,Direct Control Provisions,Division No. 11,2258,3604.7,74.0,1810.0,0,
504768,8/11/2022,2022,Estimation,53.424805,-113.4895843,5926206.487,33221.6205,SouthEast,38742.0,36302.53553,43254.11284,6675.0,7989.476612,7986.883843,17.23%,22.01%,18.47%,Minor Arterial,23366,60,8314,2,16916,Business Commercial,Commercial,Division No. 11,20,3.9,,,0,
438977,9/1/2022,2022,Estimation,53.6129757,-113.46747,5924646.246,31077.7805,NorthEast,28829.0,27324.89358,29797.35579,3733.0,3717.435932,3767.670105,12.95%,13.60%,12.64%,Minor Arterial,7150,60,16781,2,22931,Small Scale Residential,Residential,Division No. 11,886,2459.1,41.3,750.0,0,
438981,9/1/2022,2022,Estimation,53.6175903,-113.467425,5924726.321,30653.1157,NorthEast,24045.0,22790.49104,24852.66294,3139.0,3194.179165,3220.529281,13.05%,14.02%,12.96%,Minor Arterial,30096,60,16781,2,32133,Small Scale Flex Residential,Residential,Division No. 11,751,5229.8,62.8,645.0,0,
414356,9/1/2022,2022,Estimation,53.6159526,-113.4693406,5929782.771,33977.6681,NorthEast,20976.0,19881.61114,21680.57633,2438.0,2727.645536,2732.599652,11.62%,13.72%,12.60%,Minor Arterial,21770,60,5548,2,31859,Small Scale Flex Residential,Residential,Division No. 11,886,2459.1,41.3,750.0,0,
414348,9/1/2022,2022,Estimation,53.6158886,-113.460869,5929918.714,34089.4722,NorthEast,22748.0,21561.15991,23512.09718,2820.0,2835.793871,2853.443688,12.40%,13.15%,12.14%,Minor Arterial,25935,60,5548,2,26082,Small Scale Residential,Residential,Division No. 11,659,3813.7,53.9,510.0,0,
407628,9/1/2022,2022,Estimation,53.5995024,-113.5327787,5934849.565,33433.366,NorthWest,33053.0,33713.27372,31506.07516,3733.0,3552.84633,3592.923369,11.29%,10.54%,11.40%,Minor Arterial,6602,60,8884,2,30991,General Commercial,Commercial,Division No. 11,520,2060.2,53.5,430.0,0,
317908,9/1/2022,2022,Estimation,53.599481,-113.544525,5934971.487,33435.4853,NorthWest,35481.0,36189.77596,33820.44149,4124.0,3865.060539,3954.010328,11.62%,10.68%,11.69%,Minor Arterial,26497,60,8884,4,30791,General Commercial,Commercial,Division No. 11,536,2661.4,54.8,420.0,0,
407636,9/1/2022,2022,Estimation,53.59952,-113.53777,5934930.009,33372.5916,NorthWest,30251.0,31540.21441,29475.28543,3688.0,3404.980138,3453.859535,12.19%,10.80%,11.72%,Minor Arterial,21107,60,8884,3,32739,General Commercial,Commercial,Division No. 11,955,2731.7,34.4,755.0,0,
440765,9/8/2022,2022,Estimation,53.6057674,-113.4853305,5934958.06,33721.1122,NorthEast,3474.0,3292.749672,3590.690417,278.0,296.6223054,309.4186921,8.00%,9.01%,8.62%,Collector,9993,40,11970,2,24367,Small Scale Residential,Residential,Division No. 11,456,1582.8,37.5,360.0,0,
410112,9/8/2022,2022,Estimation,53.6067865,-113.4882173,5934885.537,33726.396,NorthEast,8879.0,8415.752543,9177.242433,954.0,989.5606673,1014.303858,10.74%,11.76%,11.05%,Collector,7146,50,7890,2,25843,Small Scale Residential,Residential,Division No. 11,456,1582.8,37.5,360.0,0,
441277,9/8/2022,2022,Estimation,53.6076723,-113.4919045,5934938.21,33773.1137,NorthWest,42903.0,43760.0394,40895.08191,5422.0,5450.945463,5544.315589,12.64%,12.46%,13.56%,Major Arterial,9976,70,12832,4,28358,Griesbach Low Density Residential Zone,Residential,Division No. 11,2502,3674.5,64.6,2060.0,0,
100768,9/15/2022,2022,Estimation,53.5409438,-113.5298829,5934952.085,33884.482,Downtown,20283.0,19612.02808,21345.78348,3271.0,3751.708218,3794.0736,16.13%,19.13%,17.77%,Minor Arterial,6487,40,4799,7,24139,Direct Development Control Provision,Direct Control Provisions,Division No. 11,825,24849.4,51.5,815.0,0,
207256,8/17/2022,2022,Estimation,53.4356553,-113.6094459,5934837.057,33848.944,SouthWest,26183.0,23366.63763,27226.11031,3078.0,3268.536469,3168.919866,11.76%,13.99%,11.64%,Minor Arterial,26089,60,7863,2,15648,Ambleside Shopping Centre,Others,Division No. 11,6706,3101.8,68.6,5160.0,0,
263033,8/17/2022,2022,Estimation,53.4347177,-113.6082318,5934967.754,33830.124,SouthWest,3536.0,3155.651785,3676.871483,498.0,527.6854691,517.3428113,14.08%,16.72%,14.07%,Collector,26004,40,3679,2,12368,Agriculture Zone,Agriculture,Division No. 11,6706,3101.8,68.6,5160.0,0,
263065,8/17/2022,2022,Estimation,53.4358213,-113.6076742,5934929.115,33497.7798,SouthWest,19644.0,17531.00217,20426.60164,2795.0,2911.583837,2796.618198,14.23%,16.61%,13.69%,Local,25824,60,3659,2,15648,Ambleside Shopping Centre,Others,Division No. 11,0,0.0,,,0,
262439,8/17/2022,2022,Estimation,53.4340587,-113.5988519,5938471.968,29395.8523,SouthWest,20971.0,18715.26402,21806.46829,493.5,507.6965866,493.2889778,2.35%,2.71%,2.26%,Collector,27404,40,10452,2,12367,Large Scale Residential,Residential,Division No. 11,6706,3101.8,68.6,5160.0,0,
262441,8/17/2022,2022,Estimation,53.4350552,-113.5990857,5938475.558,28896.3076,SouthWest,12354.0,11025.14767,12846.17372,1422.0,1660.339006,1605.20212,11.51%,15.06%,12.50%,Local,25824,60,3659,2,12237,Ambleside Urban Village Commercial,Commercial,Division No. 11,0,0.0,,,0,
207232,8/17/2022,2022,Estimation,53.434498,-113.5970442,5932436.454,24536.6321,SouthWest,11456.0,10223.74062,11912.39811,3272.0,3648.203488,3586.803998,28.56%,35.68%,30.11%,Minor Arterial,26092,60,13392,2,12240,Small Scale Flex Residential,Residential,Division No. 11,6706,3101.8,68.6,5160.0,0,
263531,8/17/2022,2022,Estimation,53.4296223,-113.6146799,5932572.694,24537.1183,SouthWest,23793.0,21233.71688,24740.89456,3953.0,4505.63911,4576.180364,16.61%,21.22%,18.50%,Minor Arterial,30408,70,11718,3,14255,Small Scale Flex Residential,Residential,Division No. 11,1046,3944.2,69.9,765.0,0,
263525,8/17/2022,2022,Estimation,53.4270717,-113.614617,5931924.505,27924.2062,SouthWest,19337.0,17257.02447,20107.371,3271.0,3423.702106,3491.447312,16.92%,19.84%,17.36%,Minor Arterial,30019,70,11718,2,31263,Neighbourhood Parks and Services,Residential,Division No. 11,6706,3101.8,68.6,5160.0,0,
205438,8/17/2022,2022,Estimation,53.4286257,-113.6129622,5929302.16,24400.1313,SouthWest,3633.0,3242.218024,3777.735888,564.0,630.0316467,637.3192584,15.52%,19.43%,16.87%,Collector,29645,40,8858,2,9229,Ambleside Low Rise Apartment,Residential,Division No. 11,6706,3101.8,68.6,5160.0,0,
251411,8/18/2022,2022,Estimation,53.4664764,-113.5040814,5929256.175,24603.8764,SouthWest,7391.0,6721.74864,7700.47678,824.0,1030.495516,1069.605248,11.15%,15.33%,13.89%,Collector,34804,50,5694,4,14103,Small Scale Residential,Residential,Division No. 11,473,1122.4,57.0,395.0,0,
251417,8/18/2022,2022,Estimation,53.4681521,-113.5041353,5929085.94,24612.5197,SouthWest,7690.0,6993.674339,8011.996542,910.0,1092.512518,1127.091685,11.83%,15.62%,14.07%,Collector,6112,50,3874,2,14202,Small Scale Residential,Residential,Division No. 11,777,2366.7,61.5,610.0,0,
218038,8/18/2022,2022,Estimation,53.4668619,-113.5095582,5939235.614,31956.3038,SouthWest,10569.0,9611.982328,11011.54635,1443.0,1497.135203,1540.585007,13.65%,15.58%,13.99%,Minor Arterial,19758,60,15621,2,31921,Small Scale Residential,Residential,Division No. 11,662,2128.6,63.0,595.0,0,
218026,8/18/2022,2022,Estimation,53.4678041,-113.4996927,5939270.453,33633.7233,SouthWest,17556.0,15966.31297,18291.1068,2315.0,2557.348409,2617.500466,13.19%,16.02%,14.31%,Minor Arterial,19660,60,15621,2,32201,Small Scale Residential,Residential,Division No. 11,473,1122.4,57.0,395.0,0,
213424,8/25/2022,2022,Estimation,53.453915,-113.5321312,5939229.879,33691.7787,SouthWest,26728.0,24307.79294,27847.15782,3873.0,3656.490684,3747.347628,14.49%,15.04%,13.46%,Minor Arterial,18614,60,1436,3,28442,Small-Medium Scale Transition Residential,Residential,Division No. 11,904,1360.8,64.8,895.0,0,
213436,8/25/2022,2022,Estimation,53.4546594,-113.5385164,5939229.135,33587.5629,SouthWest,29090.0,26455.91502,30308.05974,4049.0,3998.332672,4136.470978,13.92%,15.11%,13.65%,Minor Arterial,25947,60,9750,2,28443,Small Scale Flex Residential,Residential,Division No. 11,904,1360.8,64.8,895.0,0,
1002142,9/12/2022,2022,Midblock,53.592085,-113.485237,5932328.805,30824.7667,NorthEast,5484.0,6126.074241,6667.301161,695.0,527.0316918,583.5488613,12.67%,8.60%,8.75%,Collector,4104,50,17017,4,29677,Parks and Services,Others,Division No. 11,469,1653.7,55.6,450.0,0,
518876,9/19/2022,2022,Estimation,53.4998911,-113.4879205,5932059.902,30597.6419,SouthEast,28115.0,33562.40692,39985.00902,4202.5,5238.702109,5422.916843,14.95%,15.61%,13.56%,Minor Arterial,20773,60,17368,3,17871,Business Employment,Commercial,Division No. 11,5,2.4,,,0,
541763,9/19/2022,2022,Estimation,53.5011054,-113.4862208,5941999.303,31397.798,SouthEast,29476.0,35187.10676,41920.61625,4824.5,6790.47422,6957.07627,16.37%,19.30%,16.60%,Minor Arterial,20762,50,2127,2,29618,Small Scale Residential,Residential,Division No. 11,429,653.5,72.6,365.0,0,
111951,9/20/2022,2022,Estimation,53.5454541,-113.4955828,5931153.547,32993.3779,Downtown,3442.333333,3386.682978,3681.055567,513.0,458.3983285,461.7851892,14.90%,13.54%,12.54%,Collector,22632,40,8763,4,19549,Arena and Entertainment District Zone,Others,Division No. 11,1185,6929.8,71.9,890.0,0,
111952,9/20/2022,2022,Estimation,53.5465495,-113.4955378,5930250.558,34735.0291,Downtown,2614.333333,2572.06881,2795.634628,315.0,297.0727355,298.966945,12.05%,11.55%,10.69%,Local,37058,40,8763,5,19553,Arena and Entertainment District Zone,Others,Division No. 11,786,3336.2,54.3,700.0,0,
101266,9/20/2022,2022,Estimation,53.5461808,-113.4964911,5930979.734,34508.3004,Downtown,18156.33333,17862.80964,19415.45614,3199.0,2795.09648,2871.390066,17.62%,15.65%,14.79%,Minor Arterial,50711,50,11534,5,19553,Arena and Entertainment District Zone,Others,Division No. 11,1185,6929.8,71.9,890.0,0,
111829,9/20/2022,2022,Estimation,53.5464106,-113.49123,5931415.932,35729.0195,Downtown,1626.333333,1600.041275,1739.117857,155.0,128.3470696,139.2065089,9.53%,8.02%,8.00%,Local,36474,40,13167,4,33254,Core Commercial Arts Zone,Commercial,Division No. 11,45,263.8,,,0,
111827,9/20/2022,2022,Estimation,53.5457586,-113.4911581,5944547.411,38063.5587,Downtown,10678.0,10505.37451,11418.50819,2118.5,1837.241862,1940.688815,19.84%,17.49%,17.00%,Minor Arterial,5015,40,1990,3,14029,Core Commercial Arts Zone,Commercial,Division No. 11,531,14429.3,57.3,375.0,0,
101190,9/20/2022,2022,Estimation,53.5462289,-113.4904476,5942194.225,40632.4009,Downtown,13904.66667,13679.87739,14868.94083,2140.0,1988.316909,2071.981941,15.39%,14.53%,13.93%,Minor Arterial,21875,50,16632,4,27071,Core Commercial Arts Zone,Commercial,Division No. 11,0,0.0,,,0,
101186,9/20/2022,2022,Estimation,53.5463464,-113.4887659,5942145.473,34231.9021,Downtown,14096.0,13279.05214,14415.68763,2045.0,1906.046521,1985.737309,14.51%,14.35%,13.77%,Minor Arterial,21868,50,16632,4,27069,Core Commercial Arts Zone,Commercial,Division No. 11,0,0.0,,,0,
111781,9/20/2022,2022,Estimation,53.5453151,-113.4893145,5940078.419,36177.4386,Downtown,1761.0,1694.550373,1839.376644,168.0,169.5351829,180.5069813,9.54%,10.00%,9.81%,Collector,9122,40,13799,4,26517,Core Commercial Arts Zone,Commercial,Division No. 11,0,0.0,,,0,
111783,9/20/2022,2022,Estimation,53.5464907,-113.4895843,5932567.217,26341.2525,Downtown,751.0,657.0542142,713.4493537,29.0,37.92716121,38.32693474,3.86%,5.77%,5.37%,Local,11405,40,13799,2,26509,Core Commercial Arts Zone,Commercial,Division No. 11,45,263.8,,,0,
101262,9/20/2022,2022,Estimation,53.5461648,-113.4946025,5937187.62,33539.8888,Downtown,16562.0,16595.46807,18037.95647,2994.0,2618.25562,2703.415282,18.08%,15.78%,14.99%,Minor Arterial,22633,50,11534,6,31259,Core Commercial Arts Zone,Commercial,Division No. 11,1185,6929.8,71.9,890.0,0,
1012508,9/21/2022,2022,Midblock,53.578245,-113.556155,5939220.057,39588.0646,NorthWest,1405.0,872.094556,827.8988256,154.0,62.62776376,64.61082187,10.96%,7.18%,7.80%,Local,22761,40,11693,2,25081,Small Scale Residential,Residential,Division No. 11,562,1198.8,48.4,455.0,0,
1012514,9/21/2022,2022,Midblock,53.578305,-113.563697,5940036.545,32345.9747,NorthWest,1839.0,1750.92352,1739.548778,186.0,173.491084,191.6957472,10.11%,9.91%,11.02%,Local,12574,40,9033,2,24807,Small Scale Residential,Residential,Division No. 11,495,1620.3,58.0,440.0,0,
336513,9/27/2022,2022,Estimation,53.5242613,-113.6299954,5940060.24,34827.8592,NorthWest,30617.0,32466.77745,30341.18665,4075.5,4782.80547,4737.13423,13.31%,14.73%,15.61%,Minor Arterial,7232,60,17473,4,10305,Small Scale Residential,Residential,Division No. 11,683,2125.7,57.6,590.0,0,
336517,9/27/2022,2022,Estimation,53.5254855,-113.6299774,5920988.944,32249.9897,NorthWest,27132.0,28771.22533,26887.58129,3346.5,4141.314044,4079.947551,12.33%,14.39%,15.17%,Minor Arterial,7231,60,17473,3,10394,Parks and Services,Others,Division No. 11,683,2125.7,57.6,590.0,0,
